Vaalilaji;Vaalipiiri-/ hyvinvointialuenro;Kuntanro;Alueen tyyppi;Äänestysaluetunnus;Vaalipiirin/hv-alueen lyhenne suomeksi;Vaalipiirin/hv-alueen lyhenne ruotsiksi;Pysyvä puoluetunniste;Vakiopuoluenumero;Listajärjestysnumero;Puolueen/ryhmän nimilyhenne suomeksi;Puolueen/ryhmän nimilyhenne ruotsiksi;Puolueen/ryhmän nimilyhenne englanniksi;Kunnan/vaalipiirin/hv-alueen/ äänestysalueen nimi suomeksi;Kunnan/vaalipiirin/hv-alueen/ äänestysalueen nimi ruotsiksi;Puolueen/ryhmän nimi suomeksi;Puolueen/ryhmän nimi ruotsiksi;Puolueen/ryhmän nimi englanniksi;Pienin ehdokasnumero;Suurin ehdokasnumero;Vaaliliittonumero;Vaaliliiton nimi suomeksi;Vaaliliiton nimi ruotsiksi;Vaalitapahtuman nimilyhenne 1. vertailuvaali;Ennakkoääniä 1. vertailuvaali;Vaalipäivän ääniä 1. vertailuvaali;Ääniä yhteensä 1. vertailuvaali;Ennakkoäänien osuus (%) 1. vertailuvaali;Vaalipäivän äänien osuus (%) 1. vertailuvaali;Osuus (%) kaikista äänistä 1. vertailuvaali;Paikat 1. vertailuvaali;Vaalitapahtuman nimilyhenne 2. vertailuvaali;Ennakkoääniä 2. vertailuvaali;Vaalipäivän ääniä 2. vertailuvaali;Ääniä yhteensä 2. vertailuvaali;Ennakkoäänien osuus (%) 2. vertailuvaali;Vaalipäivän äänien osuus (%) 2. vertailuvaali;Osuus (%) kaikista äänistä 2. vertailuvaali;Ennakkoäänet lkm;Vaalipäivän äänet lkm;Äänet yhteensä lkm;Osuus ennakkoäänistä (%);Osuus vaalipäivän äänistä (%);Osuus kaikista äänistä (%);Paikat;Äänien lukumäärän muutos 1. vertailuvaali;Ääniosuuden muutos 1. vertailuvaali;Paikkamuutos 1. vertailuvaali;Äänien lukumäärän muutos 2. vertailuvaali;Ääniosuuden muutos 2. vertailuvaali;Laskennan tila;Laskentavaihe;Viimeisin päivitys;Total Votes;Osuus(%);Voittaja;Voittaja_lyhenne
E   ;1;91;A;006D;HEL;HEL;38;17;13;SKE   ;FFF   ;FNF   ;Jätkäsaari C                            ;Busholmen C                             ;Suomen Kansa Ensin                                                                                  ;Finska Folket Först                                                                                 ;Finnish Nation First                                                                                ;238;239;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;44;23;14;VL    ;FA    ;VL    ;Jätkäsaari C                            ;Busholmen C                             ;Vapauden liitto                                                                                     ;Frihetsalliansen                                                                                    ;Vapauden liitto                                                                                     ;240;255;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;3;12;15;3;11;7;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.7;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;42;21;15;KRIP  ;KRIP  ;CRYP  ;Jätkäsaari C                            ;Busholmen C                             ;Kristallipuolue                                                                                     ;Kristall Parti                                                                                      ;Crystal Party                                                                                       ;256;260;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;5;6;1;4;3;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.28;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;36;14;16;FP    ;FP    ;FP    ;Jätkäsaari C                            ;Busholmen C                             ;Feministinen puolue                                                                                 ;Feministiska partiet                                                                                ;The Feminist Party                                                                                  ;261;266;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;3;4;1;3;2;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.19;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;34;12;17;EOP   ;DRP   ;AJP   ;Jätkäsaari C                            ;Busholmen C                             ;Eläinoikeuspuolue                                                                                   ;Djurrättspartiet                                                                                    ;Animal Justice Party of Finland                                                                     ;267;270;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;2;3;1;2;1;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.14;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;2;4;18;KESK  ;CENT  ;CENT  ;Jätkäsaari C                            ;Busholmen C                             ;Suomen Keskusta                                                                                     ;Centern i Finland                                                                                   ;Centre Party of Finland                                                                             ;271;281;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;7;9;16;7;8;7;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.74;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;9;8;19;KD    ;KD    ;CD    ;Jätkäsaari C                            ;Busholmen C                             ;Suomen Kristillisdemokraatit (KD)                                                                   ;Kristdemokraterna i Finland (KD)                                                                    ;Christian Democrats in Finland                                                                      ;282;289;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;15;18;33;15;16;15;0;0;0;0;0;0;V;T;2,02304E+13;2148;1.54;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;37;16;20;KL    ;KL    ;FRM   ;Jätkäsaari C                            ;Busholmen C                             ;Korjausliike                                                                                        ;Korjausliike                                                                                        ;Finnish Reform Movement                                                                             ;290;293;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;4;1;5;4;1;2;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.23;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;006D;HEL;HEL;121;99;21;E294  ;E294  ;E294  ;Jätkäsaari C                            ;Busholmen C                             ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;294;294;16;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2148;0.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;30;11;1;PIR   ;PIR   ;PIR   ;Ullanlinna A                            ;Ulrikasborg A                           ;Piraattipuolue                                                                                      ;Piratpartiet                                                                                        ;Pirate Party of Finland                                                                             ;2;21;1;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;2;4;1;2;1;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.15;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;33;10;2;LIBE  ;LIBE  ;LIBE  ;Ullanlinna A                            ;Ulrikasborg A                           ;Liberaalipuolue - Vapaus valita                                                                     ;Liberalpartiet - Frihet att välja                                                                   ;The Liberal Party - Freedom to choose                                                               ;22;44;2;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;11;6;17;7;5;6;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.63;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;41;19;3;AP    ;ÖP    ;OP    ;Ullanlinna A                            ;Ulrikasborg A                           ;Avoin Puolue                                                                                        ;Öppna Partiet                                                                                       ;The Open Party                                                                                      ;45;52;3;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;6;8;14;4;7;5;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.52;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;43;22;4;VKK   ;VKK   ;VKK   ;Ullanlinna A                            ;Ulrikasborg A                           ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;53;62;4;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;0;1;1;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.04;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;15;6;5;VAS   ;VÄNST ;LEFT  ;Ullanlinna A                            ;Ulrikasborg A                           ;Vasemmistoliitto                                                                                    ;Vänsterförbundet                                                                                    ;The Left Alliance                                                                                   ;63;85;5;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;108;84;192;73;69;71;0;0;0;0;0;0;V;T;2,02304E+13;2710;7.08;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;5;7;6;RKP   ;SFP   ;SPP   ;Ullanlinna A                            ;Ulrikasborg A                           ;Suomen ruotsalainen kansanpuolue                                                                    ;Svenska folkpartiet i Finland                                                                       ;The Swedish People's Party of Finland                                                               ;86;108;6;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;182;137;319;122;112;118;0;0;0;0;0;0;V;T;2,02304E+13;2710;11.77;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;40;9;7;LIIK  ;RN    ;MOVE  ;Ullanlinna A                            ;Ulrikasborg A                           ;Liike Nyt                                                                                           ;Rörelse.nu                                                                                          ;Movement Now                                                                                        ;109;131;7;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;23;26;49;15;21;18;0;0;0;0;0;0;V;T;2,02304E+13;2710;1.81;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;4;3;8;KOK   ;SAML  ;NCP   ;Ullanlinna A                            ;Ulrikasborg A                           ;Kansallinen Kokoomus                                                                                ;Samlingspartiet                                                                                     ;National Coalition Party                                                                            ;132;154;8;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;656;538;1194;441;440;441;0;0;0;0;0;0;V;T;2,02304E+13;2710;44.06;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;8;20;9;SKP   ;FKP   ;CPF   ;Ullanlinna A                            ;Ulrikasborg A                           ;Suomen Kommunistinen Puolue                                                                         ;Finlands Kommunistiska Parti                                                                        ;The Communist Party of Finland                                                                      ;155;168;9;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;1;1;0;1;0;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.04;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;1;1;10;SDP   ;SDP   ;SDP   ;Ullanlinna A                            ;Ulrikasborg A                           ;Suomen Sosialidemokraattinen Puolue                                                                 ;Finlands Socialdemokratiska Parti                                                                   ;The Finnish Social Democratic Party                                                                 ;169;191;10;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;147;138;285;99;113;105;0;0;0;0;0;0;V;T;2,02304E+13;2710;10.52;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;23;2;11;PS    ;SAF   ;FINNS ;Ullanlinna A                            ;Ulrikasborg A                           ;Perussuomalaiset                                                                                    ;Sannfinländarna                                                                                     ;The Finns Party                                                                                     ;192;214;11;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;91;75;166;61;61;61;0;0;0;0;0;0;V;T;2,02304E+13;2710;6.13;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;13;5;12;VIHR  ;GRÖNA ;GREEN ;Ullanlinna A                            ;Ulrikasborg A                           ;Vihreä liitto                                                                                       ;Gröna förbundet                                                                                     ;The Greens                                                                                          ;215;237;12;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;218;167;385;147;137;142;0;0;0;0;0;0;V;T;2,02304E+13;2710;14.21;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;38;17;13;SKE   ;FFF   ;FNF   ;Ullanlinna A                            ;Ulrikasborg A                           ;Suomen Kansa Ensin                                                                                  ;Finska Folket Först                                                                                 ;Finnish Nation First                                                                                ;238;239;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;44;23;14;VL    ;FA    ;VL    ;Ullanlinna A                            ;Ulrikasborg A                           ;Vapauden liitto                                                                                     ;Frihetsalliansen                                                                                    ;Vapauden liitto                                                                                     ;240;255;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;12;12;0;10;4;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.44;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;42;21;15;KRIP  ;KRIP  ;CRYP  ;Ullanlinna A                            ;Ulrikasborg A                           ;Kristallipuolue                                                                                     ;Kristall Parti                                                                                      ;Crystal Party                                                                                       ;256;260;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;36;14;16;FP    ;FP    ;FP    ;Ullanlinna A                            ;Ulrikasborg A                           ;Feministinen puolue                                                                                 ;Feministiska partiet                                                                                ;The Feminist Party                                                                                  ;261;266;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;0;1;1;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.04;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;34;12;17;EOP   ;DRP   ;AJP   ;Ullanlinna A                            ;Ulrikasborg A                           ;Eläinoikeuspuolue                                                                                   ;Djurrättspartiet                                                                                    ;Animal Justice Party of Finland                                                                     ;267;270;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;1;2;1;1;1;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.07;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;2;4;18;KESK  ;CENT  ;CENT  ;Ullanlinna A                            ;Ulrikasborg A                           ;Suomen Keskusta                                                                                     ;Centern i Finland                                                                                   ;Centre Party of Finland                                                                             ;271;281;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;18;9;27;12;7;10;0;0;0;0;0;0;V;T;2,02304E+13;2710;1.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;9;8;19;KD    ;KD    ;CD    ;Ullanlinna A                            ;Ulrikasborg A                           ;Suomen Kristillisdemokraatit (KD)                                                                   ;Kristdemokraterna i Finland (KD)                                                                    ;Christian Democrats in Finland                                                                      ;282;289;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;22;17;39;15;14;14;0;0;0;0;0;0;V;T;2,02304E+13;2710;1.44;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;37;16;20;KL    ;KL    ;FRM   ;Ullanlinna A                            ;Ulrikasborg A                           ;Korjausliike                                                                                        ;Korjausliike                                                                                        ;Finnish Reform Movement                                                                             ;290;293;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;1;2;1;1;1;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.07;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007A;HEL;HEL;121;99;21;E294  ;E294  ;E294  ;Ullanlinna A                            ;Ulrikasborg A                           ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;294;294;16;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2710;0.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;30;11;1;PIR   ;PIR   ;PIR   ;Ullanlinna B                            ;Ulrikasborg B                           ;Piraattipuolue                                                                                      ;Piratpartiet                                                                                        ;Pirate Party of Finland                                                                             ;2;21;1;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;3;5;1;2;2;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.16;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;33;10;2;LIBE  ;LIBE  ;LIBE  ;Ullanlinna B                            ;Ulrikasborg B                           ;Liberaalipuolue - Vapaus valita                                                                     ;Liberalpartiet - Frihet att välja                                                                   ;The Liberal Party - Freedom to choose                                                               ;22;44;2;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;14;13;27;9;9;9;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.88;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;41;19;3;AP    ;ÖP    ;OP    ;Ullanlinna B                            ;Ulrikasborg B                           ;Avoin Puolue                                                                                        ;Öppna Partiet                                                                                       ;The Open Party                                                                                      ;45;52;3;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;2;4;1;1;1;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.13;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;43;22;4;VKK   ;VKK   ;VKK   ;Ullanlinna B                            ;Ulrikasborg B                           ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;53;62;4;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;4;4;0;3;1;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.13;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;15;6;5;VAS   ;VÄNST ;LEFT  ;Ullanlinna B                            ;Ulrikasborg B                           ;Vasemmistoliitto                                                                                    ;Vänsterförbundet                                                                                    ;The Left Alliance                                                                                   ;63;85;5;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;115;102;217;72;69;71;0;0;0;0;0;0;V;T;2,02304E+13;3069;7.07;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;5;7;6;RKP   ;SFP   ;SPP   ;Ullanlinna B                            ;Ulrikasborg B                           ;Suomen ruotsalainen kansanpuolue                                                                    ;Svenska folkpartiet i Finland                                                                       ;The Swedish People's Party of Finland                                                               ;86;108;6;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;219;175;394;137;119;128;0;0;0;0;0;0;V;T;2,02304E+13;3069;12.84;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;40;9;7;LIIK  ;RN    ;MOVE  ;Ullanlinna B                            ;Ulrikasborg B                           ;Liike Nyt                                                                                           ;Rörelse.nu                                                                                          ;Movement Now                                                                                        ;109;131;7;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;25;36;61;16;24;20;0;0;0;0;0;0;V;T;2,02304E+13;3069;1.99;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;4;3;8;KOK   ;SAML  ;NCP   ;Ullanlinna B                            ;Ulrikasborg B                           ;Kansallinen Kokoomus                                                                                ;Samlingspartiet                                                                                     ;National Coalition Party                                                                            ;132;154;8;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;730;631;1361;458;428;443;0;0;0;0;0;0;V;T;2,02304E+13;3069;44.35;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;8;20;9;SKP   ;FKP   ;CPF   ;Ullanlinna B                            ;Ulrikasborg B                           ;Suomen Kommunistinen Puolue                                                                         ;Finlands Kommunistiska Parti                                                                        ;The Communist Party of Finland                                                                      ;155;168;9;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;3;4;1;2;1;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.13;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;1;1;10;SDP   ;SDP   ;SDP   ;Ullanlinna B                            ;Ulrikasborg B                           ;Suomen Sosialidemokraattinen Puolue                                                                 ;Finlands Socialdemokratiska Parti                                                                   ;The Finnish Social Democratic Party                                                                 ;169;191;10;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;139;162;301;87;110;98;0;0;0;0;0;0;V;T;2,02304E+13;3069;9.81;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;23;2;11;PS    ;SAF   ;FINNS ;Ullanlinna B                            ;Ulrikasborg B                           ;Perussuomalaiset                                                                                    ;Sannfinländarna                                                                                     ;The Finns Party                                                                                     ;192;214;11;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;96;104;200;60;71;65;0;0;0;0;0;0;V;T;2,02304E+13;3069;6.52;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;13;5;12;VIHR  ;GRÖNA ;GREEN ;Ullanlinna B                            ;Ulrikasborg B                           ;Vihreä liitto                                                                                       ;Gröna förbundet                                                                                     ;The Greens                                                                                          ;215;237;12;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;218;199;417;137;135;136;0;0;0;0;0;0;V;T;2,02304E+13;3069;13.59;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;38;17;13;SKE   ;FFF   ;FNF   ;Ullanlinna B                            ;Ulrikasborg B                           ;Suomen Kansa Ensin                                                                                  ;Finska Folket Först                                                                                 ;Finnish Nation First                                                                                ;238;239;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;1;1;0;1;0;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.03;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;44;23;14;VL    ;FA    ;VL    ;Ullanlinna B                            ;Ulrikasborg B                           ;Vapauden liitto                                                                                     ;Frihetsalliansen                                                                                    ;Vapauden liitto                                                                                     ;240;255;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;8;13;21;5;9;7;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.68;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;42;21;15;KRIP  ;KRIP  ;CRYP  ;Ullanlinna B                            ;Ulrikasborg B                           ;Kristallipuolue                                                                                     ;Kristall Parti                                                                                      ;Crystal Party                                                                                       ;256;260;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;3;3;6;2;2;2;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.2;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;36;14;16;FP    ;FP    ;FP    ;Ullanlinna B                            ;Ulrikasborg B                           ;Feministinen puolue                                                                                 ;Feministiska partiet                                                                                ;The Feminist Party                                                                                  ;261;266;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;34;12;17;EOP   ;DRP   ;AJP   ;Ullanlinna B                            ;Ulrikasborg B                           ;Eläinoikeuspuolue                                                                                   ;Djurrättspartiet                                                                                    ;Animal Justice Party of Finland                                                                     ;267;270;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;0;1;1;0;0;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.03;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;2;4;18;KESK  ;CENT  ;CENT  ;Ullanlinna B                            ;Ulrikasborg B                           ;Suomen Keskusta                                                                                     ;Centern i Finland                                                                                   ;Centre Party of Finland                                                                             ;271;281;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;11;11;22;7;7;7;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.72;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;9;8;19;KD    ;KD    ;CD    ;Ullanlinna B                            ;Ulrikasborg B                           ;Suomen Kristillisdemokraatit (KD)                                                                   ;Kristdemokraterna i Finland (KD)                                                                    ;Christian Democrats in Finland                                                                      ;282;289;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;8;9;17;5;6;6;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.55;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;007B;HEL;HEL;37;16;20;KL    ;KL    ;FRM   ;Ullanlinna B                            ;Ulrikasborg B                           ;Korjausliike                                                                                        ;Korjausliike                                                                                        ;Finnish Reform Movement                                                                             ;290;293;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;4;6;1;3;2;0;0;0;0;0;0;V;T;2,02304E+13;3069;0.2;Kansallinen Kokoomus                                                                                ;KOK   
